Z,N,symb,radius, unc, energy, unc, jp, half-life operator, half_life, unc,unit, half_life [s], unc, decay, decay %, unc, decay, decay %, unc, decay, decay %, unc,isospin,magn. dipole, unc, elect. quad , unc,Qb-,unc,Qb- n,unc,Qa, unc, Qec, unc,Sn,unc, Sp,unc,Binding/A,unc,atomic mass, unc, mass excess,unc
86,137,Rn,,,0, ,7/2, ,24.3,4,m,1458,24,B-,100, , , , , , , , ,-0.776, ,0.8, ,2007.344,8057,-4059.68,11,5283.46,18,-3038.267,16,4053.78,8,7852.26,18,7678.171,35,223021889.285,8397,20389.739,7822,
86,139,Rn,,,0, ,7/2-, ,4.66,4,m,279.6,2.4,B-,100, , , , , , , , ,-0.696, ,0.84, ,2713.531,16349,-3285.79,16,4335.47,23,-3860.859,298,3982.27,15,8465.84,25,7654.357,50,225028485.574,11958,26534.141,11140,
86,141,Rn,,,0, ,(5/2), ,20.2,4,s,20.2,0.4,B-,100, , , , , , , , , , , , ,3203.388,15276,-2706.02,15,3382,196,-4597.166,298,3932.68,18,9017,298,7630.05,62,227035304.396,15127,32885.834,14091,
86,143,Rn,,,0, , , ,12.0,+12-13,s,12, ,B-,100, , , , , , , , , , , , ,3694.138,13967,-2093.14,15,2407,298,-5460.6,401,3952.38,22,9611,401,7605.622,57,229042257.276,14000,39362.400,13041,
87,110,Fr,,,0, ,(7/2-), ,0.6,+30-3,ms,0.0006, ,A,100, , , , , , , , , , , , ,,,,,7896.38,51,8743.618,57,,,-994.01,56,7673.763,276,197011008.09,58404,10253.971,54404,
87,112,Fr,,,0, , , ,12,+10-4,ms,0.012, ,A,0, ,EC+B+, , , , , , , , , , ,,,,,7816.77,10,8270.844,40,10873.95,35,-712.78,19,7695.259,69,199007269.389,14734,6771.393,13726,
87,114,Fr,,,0, ,(9/2-), ,62,5,ms,0.062,0.005,A,100, , , , , , , , , , , , ,-8348.224,22239,,,7518.91,4,7660.901,51,10615.24,32,-304.37,16,7714.836,45,201003852.496,9747,3588.577,9080,
87,116,Fr,,0,0, ,(9/2-), ,0.55,1,s,0.55,0.01,A,100, , , , , , , , , , , , ,-7785.309,38630,-16269.76,16,7274.87,4,7030.116,19,10291.14,9,137.92,19,7731.708,31,203000940.872,6689,876.417,6232,
87,118,Fr,,0,0, ,(9/2-), ,3.92,4,s,3.92,0.04,A,100, , , , , , , , , , , , ,-7148.804,70954,-15437.92,17,7054.71,240,6399.973,9,9988.44,26,628.59,11,7745.686,38,204998593.858,8399,-1309.813,7824,
87,120,Fr,5.5720,176,0, ,9/2-, ,14.8,1,s,14.8,0.1,A,95,2,EC+B+,5,2, , , , ,3.89, ,-0.16, ,-6388.826,56008,-14481.20,25,6893.3,20,5790.421,19,9673.24,33,1000.35,20,7756.246,85,206996946.474,18792,-2844.341,17505,
87,122,Fr,5.5799,176,0, ,9/2-, ,50.5,7,s,50.5,0.7,A,89,3,EC+B+,11,3, , , , ,3.95, ,-0.24, ,-5627.791,15730,-13568.74,17,6777.46,4,5171.477,18,9174.97,19,1402.95,18,7763.688,70,208995953.197,15725,-3769.572,14648,
87,124,Fr,5.5882,176,0, ,9/2-, ,3.10,2,m,186,1.2,A,80, ,EC,20, , , , , ,4, ,-0.19, ,-4972.272,14369,-12654.36,15,6662.25,3,4615.155,14,8878.36,19,1824.45,13,7768.36,57,210995555.259,12872,-4140.249,11991,
87,126,Fr,5.5977,176,0, ,9/2-, ,34.82,14,s,34.82,0.14,A,99.44,0.05,EC+B+,0.56,0.05, , , , ,4.02, ,-0.14, ,-3898.405,11057,-11425.20,12,6904.85,123,2143.178,6,8108.20,10,2182.21,6,7768.447,24,212996185.861,5465,-3552.848,5091,
87,128,Fr,,,0, ,9/2-, ,86,5,ns,0.000000086,0.000000005,A,100, , , , , , , , , , , , ,-2215.674,10077,-7845.99,9,9540.41,7,1486.626,10,6794.55,11,2651.16,11,7753.26,33,215000341.456,7585,318.065,7066,
87,130,Fr,,,0, ,9/2-, ,22,5,us,0.000022,0.000005,A,100, , , , , , , , , , , , ,-1575.067,9588,-7047.80,11,8469.27,4,656.089,8,6727.68,8,3227.25,9,7737.775,30,217004631.902,7010,4314.590,6531,
87,132,Fr,,,0, ,9/2-, ,20,2,ms,0.02,0.002,A,100, , , , , , , , , , , , ,-776.515,10772,-6104.72,13,7448.61,182,-211.635,7,6512.67,8,3888.55,7,7721.171,32,219009251.553,7556,8617.767,7039,
87,134,Fr,5.6790,177,0, ,5/2-, ,4.9,2,m,294,12,A,100, ,B-,0.1, , , , , ,1.58, ,-0.98, ,313.479,6386,-5064.27,10,6457.74,140,-1194.13,8,6276.35,6,4623.76,5,7703.256,22,221014253.757,5245,13277.290,4886,
87,136,Fr,5.6951,178,0, ,3/2(-), ,22.00,7,m,1320,4,B-,99.994, ,A,0.006, , , , , ,1.17, ,1.17, ,1149.085,848,-4009.11,5,5561.4,282,-2007.345,8,6067.03,8,5278.78,227,7683.664,9,223019734.313,2073,18382.394,1932,
87,138,Fr,5.7112,178,0, ,3/2-, ,3.95,14,m,237,8,B-,100, , , , , , , , ,1.07, ,1.32, ,1827.501,12158,-3076.62,12,4612.97,18,-2713.531,16,5999.32,16,5913.46,15,7662.94,53,225025572.478,12847,23820.610,11967,
87,140,Fr,5.7335,179,0, ,1/2+, ,2.47,3,m,148.2,1.8,B-,100, , , , , , , , ,1.5, , , ,2504.734,6213,-2056.70,6,3829.52,15,-3203.389,15,5909.41,9,6353.72,12,7640.715,26,227031865.417,6332,29682.445,5898,
87,142,Fr,,,0, , , ,50.2,20,s,50.2,2,B-,100, , , , , , , , , , , , ,3106.298,16231,-1343.32,5,2849,298,-3694.138,14,5787.28,8,6864.17,18,7618.337,22,229038291.455,5368,35668.262,5001,
87,144,Fr,,,0, ,(1/2+), ,17.6,6,s,17.6,0.6,B-,100, , , , , , , , , , , , ,3864.089,13749,-507.05,13,2172,298,-4373.425,298,5477.51,10,7256,196,7594.5,33,231045175.357,8300,42080.575,7731,
87,146,Fr,,,0, , , ,0.9,1,s,0.9,0.1,B-,100, ,B-N, , , , , , , , , , ,4585.991,21369,351.78,22,1672,401,,,5224.10,24,,,7569.239,84,233052517.838,21000,48920.051,19561,
88,113,Ra,,,0, ,(13/2+), ,1.6,+77-7,ms,0.0016, ,A,100, ,EC+B+, , , , , , , , , , ,,,,,8001.53,12,8348.224,22,,,1484.67,37,7669.41,101,201012814.683,21794,11936.801,20301,
88,115,Ra,,,0, ,(3/2-), ,31,+17-9,ms,0.031, ,A,100, , , , , , , , , , , , ,,,,,7736.26,6,7785.309,39,8484.45,41,1723.48,39,7689.503,188,203009298.745,40928,8661.726,38124,
88,117,Ra,,,0, ,(3/2-), ,210,+60-40,ms,0.21, ,A,100, ,EC+B+, , , , , , , , , , ,-8267.702,86923,,,7486.4,50,7148.804,71,8289.11,72,2057.29,75,7706.998,344,205006268.415,75707,5838.991,70521,
88,119,Ra,,,0, ,(3/2- 5/2-), ,1.35,+22-13,s,1.35, ,A,86, ,EC+B+,14, , , , , , , , , ,-7601.748,73276,-18006.28,73,7273.27,50,6388.826,56,8092.37,56,2502.07,60,7721.602,257,207003805.161,57115,3544.485,53202,
88,121,Ra,5.5853,182,0, ,5/2-, ,4.8,2,s,4.8,0.2,A,100, , , , , , , , ,0.852, ,0.39, ,-6985.59,50934,-16966.33,56,7143.09,269,5627.791,16,7940.95,11,2764.83,13,7733.017,27,209001994.879,6169,1858.219,5747,
88,123,Ra,5.5929,179,0, ,5/2(-), ,13,2,s,13,2,A,93, ,EC+B+,7, , , , , ,0.878, ,0.46, ,-6370.191,53564,-16028.99,58,7041.87,3,4972.272,14,7682.09,12,3123.74,17,7741.087,38,211000893.213,8500,832.023,7918,
88,125,Ra,5.6020,177,0, ,1/2-, ,2.73,5,m,164,3,A,80,5,EC+B+,20,5, , , , , , , , ,-5809.134,18156,-15003.06,52,6861.69,227,3898.405,11,7526.79,15,3427.45,13,7746.472,46,213000370.97,10540,345.557,9818,
88,127,Ra,,,0, ,(9/2+), ,1.66,2,ms,0.00166,0.00002,A,100, , , , , , , , , , , , ,-3496.877,14551,-11981.43,17,8864.23,3,2215.674,10,5630.31,9,3796.53,11,7739.316,35,215002720.08,8172,2533.739,7613,
88,129,Ra,,,0, ,(9/2+), ,1.6,2,us,0.0000016,0.0000002,A,100, , , , , , , , , , , , ,-2814.017,13430,-10326.06,13,9160.77,6,1575.066,10,5472.74,11,4370.26,8,7726.911,33,217006322.806,7731,5889.656,7202,
88,131,Ra,,,0, ,(7/2)+, ,10,3,ms,0.01,0.003,A,100, , , , , , , , , , , , ,-2175.199,51142,-9520.64,51,8137.93,3,776.515,11,5328.21,14,4953.81,9,7714.053,38,219010085.176,8865,9394.282,8258,
88,133,Ra,5.6795,228,0, ,5/2+, ,28,2,s,28,2,A,100, , , , , , , , ,-0.1799, ,1.98, ,-1559.298,50603,-8851.19,7,6880.39,195,-313.479,7,5377.75,9,5807.48,6,7701.135,21,221013917.224,4970,12963.811,4630,
88,135,Ra,5.6973,253,0, ,3/2+, ,11.43,5,d,987550,4320,A,100, ,14C,0.000000089,0.000000004,14C,0.000000077, , ,0.2705, ,1.254, ,-592.573,7128,-7459.48,6,5978.99,21,-1149.085,2846,5158.20,5,6433.77,8,7685.309,9,223018500.719,2244,17233.309,2090,
88,137,Ra,5.7150,279,0, ,1/2+, ,14.9,2,d,1287360,17280,B-,100, ,A,0.026, , , , , ,-0.7338, , , ,355.763,5007,-6312.34,5,5096.77,5,-1827.501,12,4904.12,279,7044.48,11,7667.586,12,225023610.574,2787,21993.109,2596,
88,139,Ra,5.7283,300,0, ,3/2+, ,42.2,5,m,2532,30,B-,100, , , , , , , , ,-0.4038, ,1.53, ,1328.132,2265,-5202.87,3,4363.06,8,-2504.734,6,4561.43,27,7631.80,7,7648.303,9,227029176.474,2095,27177.711,1952,
88,141,Ra,5.7455,329,0, ,5/2+, ,4.0,2,m,240,12,B-,100, ,A,100, , , , , ,0.5025, ,2.96, ,1872.03,19623,-4404.08,16,3602.91,19,-3106.299,16,4449.62,16,8111.23,17,7628.485,67,229034956.707,16576,32561.963,15441,
88,143,Ra,,,0, ,(5/2+), ,104,1,s,104,1,B-,100, , , , , , , , , , , , ,2453.636,17301,-3693.21,19,2905.74,18,-3864.089,14,4371.14,15,8559.25,13,7607.841,49,231041027.086,12206,38216.486,11370,
88,145,Ra,,,0, , , ,30,5,s,30,5,B-,100, , , , , , , , , , , , ,3026.027,15623,-2891.68,16,2546.74,16,-4585.991,21,4234.21,13,9027.74,16,7585.564,37,233047594.573,9235,44334.060,8603,
89,116,Ac,,,0, , , ,20,+97-9,ms,0.02, ,A,100, , , , , , , , , , , , ,,,,,8093.2,50,8267.702,87,,,-760.94,53,7662.851,248,205015144.158,54555,14106.693,50818,
89,118,Ac,,,0, ,(9/2-), ,27,+11-6,ms,0.027, ,A,100, , , , , , , , , , , , ,,,,,7844.9,50,7601.748,73,10404.54,71,-291.72,54,7681.099,243,207011965.973,54092,11146.233,50387,
89,120,Ac,,,0, ,(9/2-), ,0.087,+12-9,s,0.087, ,A,100, , , , , , , , , , , , ,-7523,148,-15911.24,61,7728.71,50,6985.59,51,9980.74,75,173.02,51,7695.85,242,209009494.22,54330,8843.809,50608,
89,122,Ac,,,0, ,9/2-, ,0.21,3,s,0.21,0.03,A,100, ,EC+B+,0.2, , , , , , , , , ,-6707.958,90205,-14928.55,56,7621.64,50,6370.191,54,9658.80,78,529.55,54,7707.189,251,211007731.894,56871,7202.214,52976,
89,124,Ac,,,0, , , ,738,16,ms,0.738,0.016,A,100, , , , , , , , , , , , ,-5965.394,17834,-14027.43,18,7499.35,4,5809.135,18,9193.92,54,935.31,19,7715.526,72,213006607.333,16395,6154.692,15272,
89,126,Ac,,,0, ,9/2-, ,0.17,1,s,0.17,0.01,A,99.91,0.02,EC+B+,0.09,0.02, , , , , , , , ,-4890.971,15234,-12735.59,16,7745.95,3,3496.876,15,8484.56,20,1351.09,13,7719.413,58,215006474.132,13318,6030.615,12406,
89,128,Ac,,,0, ,9/2-, ,69,4,ns,0.000000069,0.000000004,A,100, ,EC+B+,2, , , , , ,3.83, , , ,-3502.107,15566,-9665.98,17,9831.6,10,2814.017,13,7512.04,16,1876.38,14,7710.338,52,217009343.777,12226,8703.673,11389,
89,130,Ac,,,0, ,9/2-, ,11.8,15,us,0.0000118,0.0000015,A,100, , , , , , , , , , , , ,-2901.91,71425,-8868.58,52,8826.5,50,2175.198,51,7345.45,72,2370.66,52,7700.549,231,219012420.348,54210,11569.480,50497,
89,132,Ac,,,0, ,(3/2-), ,52,2,ms,0.052,0.002,A,100, , , , , , , , , , , , ,-2417.261,51056,-8217.31,55,7783.6,50,1559.298,51,7291.89,51,3036.11,51,7690.539,228,221015591.199,54133,14523.109,50425,
89,134,Ac,,,0, ,(5/2-), ,2.10,5,m,126,3,A,99, ,EC,1, , , , , , , , , ,-1559.948,11563,-7448.55,14,6783.2,100,592.573,7,6866.91,9,3783.28,8,7679.143,32,223019136.872,7632,17825.882,7110,
89,136,Ac,,,0, ,(3/2-), ,9.9203,3,d,857110,30,A,100, ,14C,0.0000000000045,0.0000000000014, , , , , , , , ,-672.781,6658,-6427.71,11,5935.14,143,-355.763,5,6668.11,6,4477.54,5,7665.69,21,225023228.647,5107,21637.346,4758,
89,138,Ac,,,0, ,3/2-, ,21.772,3,Y,687057390,94670,B-,98.62,0.0036,A,1.38,0.0036, , , , ,1.1, ,1.7, ,44.757,830,-5419.37,5,5042.27,14,-1328.131,2743,6531.00,3,5107.22,225,7650.707,8,227027750.666,2068,25849.580,1927,
89,140,Ac,,,0, ,(3/2+), ,62.7,5,m,3762,30,B-,100, , , , , , , , , , , , ,1104.35,12346,-4152.37,12,4444.41,17,-1872.03,20,6276.11,12,5539.31,12,7633.244,53,229032947,13000,30689.933,12109,
89,142,Ac,,,0, ,1/2+, ,7.5,1,m,450,6,B-,100, , , , , , , , , , , , ,1946.959,13098,-3171.06,13,3655.49,14,-2453.637,17,6146.85,21,6042.43,17,7615.076,56,231038393,14000,35762.849,13041,
89,144,Ac,,,0, ,(1/2+), ,145,10,s,145,10,B-,100, , , , , , , , , , , , ,2576.318,13118,-2210.07,13,3214.86,14,-3026.027,16,5917.70,18,6477.89,16,7595.193,56,233044346,14000,41308.033,13041,
89,146,Ac,,,0, , , ,62,4,s,62,4, , , , , , , , , , , , , , ,3339.406,19113,-1327.17,14,2851.66,16,,,5555.35,20,6862.44,16,7573.504,59,235050840,15000,47357.155,13972,
90,119,Th,,,0, ,(13/2+), ,2.5,+17-7,ms,0.0025, ,A,100, , , , , , , , , , , , ,,,,,8103,140,7523.191,149,8388,144,1675,150,7656,1,209017571,150,16367,140,
90,121,Th,,,0, , , ,37,+28-11,ms,0.037, ,A, , ,EC+B+, , , , , , , , , , ,-8170,126,,,7940.77,50,6707.957,90,8220.59,75,2168.50,93,7671.69,346,211014933.183,78379,13910.171,73010,
90,123,Th,,,0, , , ,144,21,ms,0.144,0.021,A,100, , , , , , , , , , , , ,-7542.539,71737,-17544.59,75,7836.95,7,5965.394,18,8062.04,14,2446.18,52,7683.846,43,213013011.447,9895,12120.086,9217,
90,125,Th,,,0, ,(1/2-), ,1.2,2,s,1.2,0.2,A,100, , , , , , , , , , , , ,-6942.353,73380,-16635.25,77,7664.65,4,4890.971,15,7844.62,14,2811.24,18,7693.025,41,215011724.805,9490,10921.586,8840,
90,127,Th,,,0, ,(9/2+), ,0.252,4,ms,0.000252,0.000004,A,100, , , , , , , , , , , , ,-4862.63,19132,-13664.75,55,9435.31,4,3502.107,16,6163.87,16,3227.59,15,7690.594,49,217013103.444,11394,12205.780,10614,
90,129,Th,,,0, ,(9/2+), ,1.05,3,us,0.00000105,0.00000003,A,100, , , , , , , , , , , , ,-4068.741,72192,-12283.70,54,9512.74,50,2901.91,71,5966.67,52,3661.19,72,7683.725,231,219015535.677,54295,14471.390,50576,
90,131,Th,,,0, ,(7/2+), ,1.74,3,ms,0.00174,0.00003,A,100, , , , , , , , , , , , ,-3435.918,51915,-11349,52,8625.8,4,2417.262,51,5800.05,24,4092.28,10,7676.061,37,221018186.236,8766,16940.371,8166,
90,133,Th,,,0, ,(5/2)+, ,0.60,2,s,0.6,0.02,A,100, , , , , , , , , , , , ,-2934.845,71639,-10840,73,7566.63,4,1559.949,12,5888.60,15,4524.61,10,7668.64,41,223020811.546,9889,19385.831,9212,
90,135,Th,,,0, ,(3/2+), ,8.75,4,m,525,2.4,A,90, ,EC,10, , , , , , , , , ,-2030.598,71170,-9623.47,9,6921.4,212,672.781,7,5754.92,11,5212.98,6,7659.222,23,225023950.907,5467,22310.127,5093,
90,137,Th,5.7404,165,0, ,(1/2+), ,18.697,7,d,1615420,600,A,100, , , , , , , , , , , , ,-1026.375,7437,-8299.77,12,6146.6,10,-44.757,2841,5464.13,5,5793.41,3,7647.458,9,227027702.618,2241,25804.823,2088,
90,139,Th,5.7557,143,0, ,5/2+, ,7880,120,Y,248668576680,3786831120,A,100, , , , , , , , ,0.46, ,4.3, ,-311.325,3715,-7409.32,5,5167.56,102,-1104.35,12,5256.72,261,6598.12,278,7634.65,11,229031761.431,2581,29585.583,2405,
90,141,Th,,,0, ,5/2+, ,25.52,1,h,91870,40,B-,100, ,A,0.00000000004, , , , , , , , , ,391.487,1460,-6429.03,284,4213.26,155,-1946.958,13,5118.02,20,7311.46,16,7620.118,5,231036302.853,1308,33815.891,1218,
90,143,Th,,,0, ,1/2+, ,21.83,4,m,1309.8,2.4,B-,100, , , , , , , , , , , , ,1242.243,1122,-5286.24,8,3744.84,16,-2576.318,13,4786.39,9,7711.67,13,7602.893,6,233041580.208,1529,38731.715,1425,
90,145,Th,,,0, ,(1/2+), ,7.2,1,m,432,6,B-,100, , , , , , , , , , , , ,1728.853,19113,-4392.49,14,3376.35,17,-3339.406,19,4666.58,13,8112.41,19,7584.385,55,235047255,14000,44017.749,13041,
90,147,Th,,,0, ,(5/2+), ,4.8,5,m,288,30,B-,100, , , , , , , , , , , , ,2427.473,20514,-3450.18,21,3196.12,18,,,4371.42,21,8554.87,41,7563.443,67,237053629,17000,49955.092,15835,
91,120,Pa,,,0, , ,GT,300, ,ns,0.0000003, ,P, , ,EC+B+, , ,A, , , , , , , ,,,,,8509,114,8169.829,125,,,-732,104,7629,0,211023704,110,22080,102,
91,122,Pa,,,0, , , ,5.3,+40-16,ms,0.0053, ,A,100, , , , , , , , , , , , ,,,,,8393.9,50,7542.539,72,10002.05,103,-262.85,72,7644.762,334,213021108.697,76374,19662.625,71142,
91,124,Pa,,,0, , , ,14,2,ms,0.014,0.002,A,100, , , , , , , , , , , , ,-7059.147,114616,,,8236.81,50,6942.353,73,9692.89,105,119.92,74,7657.096,339,215019177.728,78202,17863.939,72845,
91,126,Pa,,,0, ,(9/2-), ,3.8,2,ms,0.0038,0.0002,A,100, , , , , , , , , , , , ,-5905,73,-14069.26,32,8488.8,4,4862.63,19,8802.12,56,518.89,20,7664.58,73,217018323.692,17089,17068.410,15918,
91,128,Pa,,,0, ,9/2-, ,53,10,ns,0.000000053,0.00000001,A,100, , , , , , , , , , , , ,-4746.439,72333,-11425.79,53,10084.6,50,4068.741,72,8214.96,55,1115.58,53,7661.574,235,219019903.65,55304,18540.131,51516,
91,130,Pa,,,0, ,9/2-, ,5.9,17,us,0.0000059,0.0000017,A,100, , , , , , , , , , , , ,-4143.707,72404,-10628,113,9247.7,50,3435.917,52,7913,72,1581.78,56,7656.974,232,221021874.846,55052,20376.288,51281,
91,132,Pa,,,0, , , ,5.1,6,ms,0.0051,0.0006,A,100, , , , , , , , , , , , ,-3516.33,100506,-10023.47,88,8326.28,50,2934.845,72,7905,102,2171.41,72,7651.971,319,223023962.232,76289,22320.676,71063,
91,134,Pa,,,0, , , ,1.7,2,s,1.7,0.2,A,100, , , , , , , , , , , , ,-3039.196,71827,-9452.84,75,7392.7,50,2030.598,71,7592.87,71,2941.98,72,7646.72,316,225026130.844,76234,24340.725,71012,
91,136,Pa,,,0, ,(5/2-), ,38.3,3,m,2298,18,A,85,2,EC,15,2, , , , , , , , ,-2214.264,12146,-8568.99,15,6580.4,212,1026.375,8,7273.40,14,3655.41,9,7639.49,33,227028804.477,7965,26831.198,7420,
91,138,Pa,,,0, ,(5/2+), ,1.50,5,d,129600,4320,EC,99.52,0.05,A,0.48,0.05, , , , , , , , ,-1313.646,6655,-7396.64,15,5834.65,4,311.325,4,7098.00,5,4163.05,3,7629.874,14,229032095.652,3521,29896.908,3280,
91,140,Pa,,,0, ,3/2-, ,3.276E4,11,Y,1033804894930,3471261860,A,100, ,SF,0.0000000003, , , , , ,2.01, ,-1.72, ,-381.611,2033,-6261.91,5,5149.91,83,-391.487,215,6820.52,3,4727.16,146,7618.426,8,231035882.575,1902,33424.404,1772,
91,142,Pa,,,0, ,3/2-, ,26.975,13,d,2330640,1120,B-,100, , , , , , , , ,3.4, ,-3, ,570.296,1975,-5191.38,181,4374.62,12,-1242.243,1953,6528.48,8,5246.28,112,7604.866,6,233040246.605,1434,37489.472,1336,
91,144,Pa,,,0, ,(3/2-), ,24.4,2,m,1464,12,B-,100, , , , , , , , , , , , ,1370.05,14017,-3927.45,14,4101.13,19,-1728.853,19,6121.34,15,5613.08,14,7588.413,59,235045399,15000,42288.896,13972,
91,146,Pa,,,0, ,(1/2+), ,8.7,2,m,522,12,B-,100, , , , , , , , , , , , ,2137.425,13096,-2988.34,13,3794.67,18,-2427.473,21,5877.65,19,6016.55,19,7570.384,55,237051023,14000,47527.619,13041,
91,148,Pa,,,0, ,(3/2), ,1.8,5,h,6480,1800,B-,100, , , , , , , , , , , , ,2765,196,-2042,196,3555,196,,,5628,196,6477,344,7550,1,239057260,210,53337,196,
92,123,U,,,0, , , ,0.7,+13-3,ms,0.0007, ,A,0, ,EC+B+, , , , , , , , , , ,,,,,8588,50,7059.148,115,,,1851.40,117,7620.624,412,215026756.035,94997,24923.087,88490,
92,125,U,,,0, , , ,16,+21-6,ms,0.016, ,A,100, ,EC+B+, , , , , , , , , , ,,,,,8428,71,5904.59,73,8164,77,2115,89,7634,0,217024663,77,22973,71,
92,127,U,,,0, , , ,42,+34-13,us,0.000042, ,A,100, , , , , , , , , , , , ,-6170.086,101905,,,9940.07,50,4746.438,72,6679.36,53,2686.17,54,7636.329,232,219024999.161,54509,23286.569,50775,
92,129,U,,,0, ,(9/2+), ,0.66,14,us,0.00000066,0.00000014,A,100, , , , , , , , , , , , ,-5330,207,-13862,202,9889.3,50,4143.707,72,6485,113,2987,72,7634.684,231,221026323.299,54873,24519.995,51114,
92,131,U,,,0, , , ,18,+10-5,us,0.000018, ,A,100, ,EC+B+,0.2, , , , , , , , , ,-4763,208,-13253,208,8940.7,50,3516.33,101,6507.14,88,3607,102,7632.694,319,223027737.168,76349,25837.006,71119,
92,133,U,,,0, , , ,69,15,ms,0.069,0.015,A,100, , , , , , , , , , , , ,-4207.783,72440,-12567,196,8014.63,7,3039.196,72,6413.65,26,3771.33,13,7629.736,48,225029393.555,11711,27379.921,10909,
92,135,U,,,0, ,(3/2+), ,1.1,1,m,66,6,A,100, , , , , , , , , , , , ,-3516.618,73135,-11803,89,7234.72,3,2214.264,12,6354.72,16,4276.78,15,7626.289,43,227031181.587,10419,29045.462,9705,
92,137,U,,,0, ,(3/2+), ,58,3,m,3480,180,EC,80, ,A,20, , , , , , , , , ,-2569.122,87031,-10456.46,51,6475.51,3,1313.646,7,6082.99,15,5002.00,7,7620.721,26,229033505.909,6374,31210.554,5938,
92,139,U,,,0, ,(5/2-), ,4.2,1,d,362880,8640,EC,100, ,A,0.004,0.001, , , , , , , , ,-1818.498,50577,-9501.59,51,5576.28,166,381.611,3,5880.30,5,5656.56,4,7613.387,12,231036292.252,2866,33806.015,2670,
92,141,U,5.8203,49,0, ,5/2+, ,1.592E+5,2,Y,5023862615160,6311385190,A,100, ,{+24}Ne,0.000000000072,0.000000000009,SF,0.00000000006, , ,0.59, ,3.663, ,-1029.415,51005,-8512,100,4908.68,118,-570.296,2621,5761.67,249,6316.43,8,7603.956,10,233039634.367,2420,36919.176,2255,
92,143,U,5.8337,41,0, ,7/2-, ,7.04E+8,1,Y,2.221607588611277e16,31556925974590,A,100, ,SF,0.000000007,0.000000002,{+28}Mg,0.0000000008, , ,-0.38, ,4.936, ,-124.262,852,-7107.34,8,4678.04,69,-1370.05,14,5297.50,23,6709.05,4,7590.914,5,235043928.19,1199,40918.846,1117,
92,145,U,,,0, ,1/2+, ,6.752,2,d,583370,170,B-,100, , , , , , , , , , , , ,518.534,520,-6059.30,50,4233.56,99,-2137.425,13,5125.77,46,7232.73,14,7576.102,5,237048728.38,1291,45390.194,1203,
92,147,U,,,0, ,5/2+, ,23.45,2,m,1407,1.2,B-,100, , , , , , , , , , , , ,1261.661,1493,-4953.26,121,4130.05,13,-2764.282,196,4806.38,17,7610.29,16,7558.561,6,239054292.048,1613,50572.718,1503,
92,149,U,,,0, , , , , , , , ,B-, , , , , , , , , , , , , ,1937,208,-4191,196,3817,196,,,4590,196,8002,280,7539,1,241060330,210,56197,196,
92,151,U,,,0, , , , , , , , ,B-, , , , , , , , , , , , , ,2484,302,-3128,361,3484,500,,,4331,361,,,7518,1,243066946,322,62360,300,
92,153,U,,,0, , , , , , , , ,B-, , , , , , , , , , , , , , ,,,, ,,,,,,,, ,, ,,,,
92,155,U,,,0, , , , , , , , ,B-, , , , , , , , , , , , , , ,,,, ,,,,,,,, ,, ,,,,
92,157,U,,,0, , , , , , , , ,B-, , , , , , , , , , , , , , ,,,, ,,,,,,,, ,, ,,,,
92,159,U,,,0, , , , , , , , ,B-, , , , , , , , , , , , , , ,,,, ,,,,,,,, ,, ,,,,
92,161,U,,,0, , , , , , , , ,B-, , ,B-N, , , , , , , , , , , ,,,, ,,,,,,,, ,, ,,,,
92,163,U,,,0, , , , , , , , ,B-, , ,B-N, , , , , , , , , , , ,,,, ,,,,,,,, ,, ,,,,
93,126,Np,,,0, , ,LT,5, ,us,0.000005, ,A,100, , , , , , , , , , , , ,,,,,9167.8,50,6170.086,102,,,-273.08,89,7604.583,403,219031623.021,94851,29456.655,88354,
93,132,Np,,,0, , , ,3.6,+76-27,ms,0.0036, ,A,100, ,EC+B+, , , , , , , , , , ,,,,,8786.5,50,4207.783,72,8359,208,1423.52,75,7607.557,318,225033910.797,76889,31587.704,71622,
93,134,Np,,,0, , , ,0.51,6,s,0.51,0.06,A,100, , , , , , , , , , , , ,-4208,123,,,7816.49,14,3516.618,73,8286,114,2055.76,74,7607.351,319,227034956.832,77838,32562.080,72506,
93,136,Np,,,0, , , ,4.0,2,m,240,12,A,68,11,EC,32,11, , , , , , , , ,-3615.915,100792,-10379.01,92,7014.03,50,2569.121,87,7887.34,100,2731.52,88,7606.086,379,229036263.974,93235,33779.675,86848,
93,138,Np,,,0, ,(5/2-), ,48.8,2,m,2928,12,EC,98,1,A,2,1, , , , , , , , ,-2684.492,55333,-9381.20,53,6368.4,50,1818.498,51,7683.10,72,3279.46,51,7602.128,219,231038244.49,54264,35624.513,50547,
93,140,Np,,,0, ,(5/2+), ,36.2,1,m,2172,6,EC,100, ,A,0.001, , , , , , , , , ,-2103.179,71642,-8485.87,54,5626.77,51,1029.414,51,7482,112,3949.91,51,7596.181,219,233040739.489,54729,37948.590,50981,
93,142,Np,,,0, ,5/2+, ,396.1,12,d,34223040,103680,EC,99.9974,0.00013,A,0.0026,0.00013, , , , , , , , ,-1139.302,20499,-7378.18,7,5193.79,147,124.262,1782,6983.08,8,4390.89,88,7587.056,6,235044061.591,1491,41043.108,1389,
