,0.26628,7.546,1.174,1.746E-02,1.835E-15,2.020E-03,6.880E-10,1.519E-05,4.695E-09,5.363E-09,1.181E-05,5.885E-04,7.241E-03
,0.27286,7.391,1.143,1.699E-02,1.297E-15,1.648E-03,3.107E-10,8.578E-06,2.513E-09,2.725E-09,7.639E-06,4.506E-04,5.971E-03
,0.27943,7.241,1.112,1.653E-02,8.577E-16,1.343E-03,1.313E-10,4.849E-06,1.347E-09,1.386E-09,4.617E-06,3.446E-04,4.588E-03
,0.28597,7.095,1.080,1.607E-02,5.383E-16,1.095E-03,5.267E-11,2.744E-06,7.230E-10,7.067E-10,2.646E-06,2.633E-04,3.337E-03
,0.29250,6.954,1.049,1.560E-02,3.214E-16,8.914E-04,2.012E-11,1.554E-06,3.888E-10,3.607E-10,1.441E-06,2.010E-04,2.303E-03
,0.29902,6.818,1.018,1.515E-02,1.849E-16,7.254E-04,7.407E-12,8.811E-07,2.091E-10,1.843E-10,7.558E-07,1.533E-04,1.528E-03
,0.30554,6.685,0.986,1.469E-02,1.041E-16,5.900E-04,2.669E-12,4.998E-07,1.126E-10,9.425E-11,3.874E-07,1.168E-04,9.896E-04
,0.31205,6.556,0.954,1.425E-02,5.787E-17,4.795E-04,9.497E-13,2.837E-07,6.067E-11,4.823E-11,1.959E-07,8.892E-05,6.321E-04
,0.31856,6.431,0.923,1.381E-02,3.201E-17,3.895E-04,3.362E-13,1.610E-07,3.268E-11,2.470E-11,9.851E-08,6.764E-05,4.011E-04
,0.32508,6.309,0.891,1.337E-02,1.766E-17,3.162E-04,1.187E-13,9.141E-08,1.761E-11,1.265E-11,4.937E-08,5.142E-05,2.535E-04
,0.33161,6.191,0.859,1.295E-02,9.746E-18,2.565E-04,4.192E-14,5.189E-08,9.495E-12,6.479E-12,2.474E-08,3.905E-05,1.601E-04
,0.33815,6.075,0.827,1.253E-02,5.381E-18,2.080E-04,1.480E-14,2.945E-08,5.114E-12,3.318E-12,1.239E-08,2.964E-05,1.011E-04
,0.34469,5.963,0.795,1.212E-02,2.980E-18,1.685E-04,5.240E-15,1.671E-08,2.753E-12,1.699E-12,6.222E-09,2.248E-05,6.397E-05
,0.35126,5.853,0.763,1.172E-02,1.653E-18,1.365E-04,1.857E-15,9.472E-09,1.483E-12,8.689E-13,3.128E-09,1.703E-05,4.052E-05
,0.35784,5.746,0.731,1.132E-02,9.194E-19,1.104E-04,6.595E-16,5.368E-09,7.972E-13,4.442E-13,1.576E-09,1.290E-05,2.573E-05
,0.36444,5.641,0.699,1.094E-02,5.130E-19,8.929E-05,0.000E+00,3.039E-09,4.286E-13,2.268E-13,7.960E-10,9.758E-06,1.638E-05
,0.37106,5.539,0.667,1.057E-02,2.872E-19,7.216E-05,0.000E+00,1.718E-09,2.300E-13,1.157E-13,4.032E-10,7.378E-06,1.045E-05
,0.37770,5.439,0.635,1.020E-02,1.614E-19,5.828E-05,0.000E+00,9.706E-10,1.233E-13,5.896E-14,2.049E-10,5.573E-06,6.700E-06
,0.38437,5.341,0.603,9.848E-03,9.107E-20,4.704E-05,0.000E+00,5.476E-10,6.604E-14,3.000E-14,1.045E-10,4.207E-06,4.311E-06
,0.39107,5.246,0.571,9.503E-03,5.163E-20,3.794E-05,0.000E+00,3.086E-10,3.529E-14,1.524E-14,5.356E-11,3.174E-06,2.786E-06
,0.39779,5.152,0.538,9.167E-03,2.940E-20,3.058E-05,0.000E+00,1.736E-10,1.885E-14,7.729E-15,2.755E-11,2.392E-06,1.810E-06
,0.40455,5.061,0.506,8.840E-03,1.684E-20,2.463E-05,0.000E+00,9.753E-11,1.004E-14,3.912E-15,1.425E-11,1.802E-06,1.182E-06
